,index,Textstelle,Metapher,Metaphernkandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,sentence_id
4563,2965,"B. in Gestalt einer größeren Widerstandsfähigkeit gegen klimatische Einflüsse und kräftigeren auf die Ausnutzung der Nahrung besser eingerichteter Verdauungswerkzeuge nicht ohne weiteres verlieren hingegen wird sie sich gegenüber Abarten, welche in dieser Gegend heimisch sind, und an der Anpassung an minder günstige Lebensbedingungen nicht teilgenommen haben, in einem wesentlichen Vorteil befinden.",0,0,1,Nein,,,X,"B. in Gestalt einer größeren Widerstandsfähigkeit gegen klimatische Einflüsse und kräftigeren auf die Aus- nutzung der Nahrung besser eingerichteter Verdauungswerkzeuge) nicht ohne weiteres verlieren; hingegen wird sie sich gegenüber Abarten, welche in dieser Gegend heimisch sind, und an der Anpassung an minder günstige Lebensbedingungen nicht teilgenommen haben, in einem wesentlichen Vorteil befinden.",de,3764
4564,2966,"Unter der Voraussetzung nun, daß die neue Abart nach ihrer Verpflanzung in andere Wohnsitze auch inmitten ihrer Artgenossen sich nur oder doch vorzugsweise nur in sich selbst fortpflanzt, wird sie im Kampfe ums Dasein mit ihren Artgenossen die Oberhand gewinnen, und allmählich sie ganz verdrängen.",0,0,1,Nein,,,X,"- Unter der Voraussetzung nun, daß die neue Abart nach ihrer Verpflanzung in andere Wohnsitze auch inmitten ihrer Artgenossen sich nur oder doch vorzugsweise nur in sich selbst fortpflanzt, wird sie im Kampfe ums Dasein mit ihren Artgenossen die Oberhand gewinnen, und allmählich sie ganz verdrängen.",de,3765
4565,2967,"Als ein Beispiel für Vorgänge dieser Art, allerdings in viel gröberer Form, führen wir die Verdrängung der Hausratte durch die Wanderratte an.",0,0,1,Nein,,,X,"Als ein Beispiel für Vorgänge dieser Art, allerdings in viel gröberer Form, führen wir die Verdrängung der Hausratte durch die Wanderratte an.",de,3766
4566,2968,"Die Wanderratte ist wohl etwas stärker, als die Hausratte, jedoch ist es wahrscheinlich, daß das schnelle Verdrängen der Hausratte nicht auf diese Ursache allein gegründet werden kann vielmehr legt die Kenntnis von der Lebensweise der Wanderratte die Vermutung nahe, daß sie für die Ausnützung der sich ver Alfred Methner, bietenden Lebensbedingungen besser eingerichtet ist, als die ihr unterliegende Hausratte.",0,0,1,Nein,,,X,"Die Wanderratte ist wohl etwas stärker, als die Hausratte, jedoch ist es wahrscheinlich, daß das schnelle Verdrängen der Hausratte nicht auf diese Ursache allein ge- gründet werden kann; vielmehr legt die Kenntnis von der Lebensweise der Wanderratte die Vermutung nahe, daß sie für die Ausnützung der sich ver- 46 Alfred Methner, bietenden Lebensbedingungen besser eingerichtet ist, als die ihr unterliegende Hausratte.",de,3767
4567,2969,"Hat nun eine Art sich über große Bezirke ausgedehnt und viele Abarten gebildet, so ist es selbstverständlich daß von den vielen Abarten einige wenige besonders geeignet sein werden, den Kampf ums Dasein mit Aussicht auf Erfolg durchzuführen.",0,0,1,Nein,,,X,"Hat nun eine Art sich über große Bezirke ausgedehnt und viele Ab- arten gebildet, so ist es selbstverständlich daß von den vielen Abarten einige wenige besonders geeignet sein werden, den Kampf ums Dasein mit Aussicht auf Erfolg durchzuführen.",de,3768
4568,2970,"Dadurch, daß im Kampfe ums Dasein mehr und mehr einzelne Abarten ausfallen, stehen die übrig bleibenden Abarten einander um so schärfer gesondert gegenüber.",0,0,1,Nein,,,X,"Dadurch, daß im Kampfe ums Dasein mehr und mehr einzelne Abarten ausfallen, stehen die übrig bleibenden Abarten ein- ander um so schärfer gesondert gegenüber.",de,3769
4569,2971,"Diese vermögen nun neben einander weit besser zu bestehen, Weil sie verschiedenartige Anpassungen an einigermaßen verschiedene Lebensbedingungen bedeuten.",0,0,1,Nein,,,X,"Diese vermögen nun neben ein- ander weit besser zu bestehen, Weil sie verschiedenartige Anpassungen an einigermaßen verschiedene Lebensbedingungen bedeuten.",de,3770
4570,2972,"Verbreiten sich nun diese Abarten wiederum über größere Ländergebiete und setzt sich in ihnen der Differenzierungsprozeß fort, so werden die Abarten neue Differenzierungen hervorbringen, welche innerhalb einer Abart sich noch sehr ähnlich sind, von denen einer anderen aber schon wesentlich abweichen.",0,0,1,Nein,,,X,"Verbreiten sich nun diese Abarten wiederum über größere Ländergebiete und setzt sich in ihnen der Differenzierungsprozeß fort, so werden die Abarten neue Differenzierungen hervorbringen, welche innerhalb einer Abart sich noch sehr ähnlich sind, von denen einer anderen aber schon wesentlich abweichen.",de,3771
4571,2973,"Dr. Baechel Fünfter H,Enthaltend  Prinzipien der natürlichen und sozialen Entwicklungsgeschichte des Menschen oon Curt michaelis in lliünchen.",0,0,1,Nein,,,X,"Dr. Baechel Fünfter H ,«- Enthaltend : Prinzipien der natürlichen und sozialen Entwicklungsgeschichte des Menschen oon Curt michaelis in lliünchen.",de,3772
4572,2974,"atI .,... IVqu Taisi Uarwort Dem Verfasser liegt die Anmaßung fern, auf den folgenden Seiten etwa die zahllosen Probleme gelöst zu haben, aus denen sich die Entwicklungsgeschichte desMenschen zusammensetzt Oft genügte es mir, die Richtung anzudeuten, in welcher die Lösung der Probleme von seiten der Naturwissenschaft zu suchen ist.",0,0,1,Nein,,,X,": atI .,-... IVqu  »Tai-»si- : Uarwort Dem Verfasser liegt die Anmaßung fern, auf den folgenden Seiten etwa die zahllosen Probleme gelöst zu haben, aus denen sich die Entwicklungs- geschichte des- Menschen zusammensetzt Oft genügte es mir, die Richtung anzudeuten, in welcher die Lösung der Probleme von seiten der Naturwissen- schaft zu suchen ist.",de,3773
4573,2975,"Ein ungeheuresGebiet war dabei zu durchstreifen, die Phylogenie des Menschen, sowie die Völkerkunde und die Geschichte heranzuziehen.",0,0,1,Nein,,,X,"Ein ungeheures- Gebiet war dabei zu durchstreifen, die Phylogenie des Menschen, sowie die Völkerkunde und die Geschichte heran- zuziehen.",de,3774
4574,2976,"Infolgedessen war es mir unmöglich, in eine Besprechung der praktischen Konsequenzen einzutreten, die sich ansder EntwicklnngsgesticJte für die moderne Gesetzgebung ergeben ich mußte mich auf diesem Gebiete mit gelegentlichen Andeutungen begnügen.",0,0,1,Nein,,,X,"Infolgedessen war es mir unmöglich, in eine Besprechung der praktischen Konsequenzen einzutreten, die sich ans- der EntwicklnngsgesticJte für die moderne Gesetzgebung ergeben; ich mußte mich auf diesem Gebiete mit gelegentlichen Andeutungen begnügen.",de,3775
4575,2977,"Es liegt mir noch als liebe Pflicht ob, Dank abzustatten den Herren der Münchener Universitätsbibliotheh vor allem Herrn Dr. G. A. Wolfs, der mit unermüdlicher Bereitwilligkeit meine zahlreichen Wünsche zu befriedigen suchte, und ebenso meinem Freunde Dr. Alexander Böhm, Prosektor am Anatomischen Institut, dessen umfassender Gelehrsamkeit ich so vielfache Anregung verdanke München, April ",0,0,1,Nein,,,X,"Es liegt mir noch als liebe Pflicht ob, Dank abzustatten den Herren der Münchener Universitätsbibliotheh vor allem Herrn Dr. G. A. Wolfs, der mit unermüdlicher Bereitwilligkeit meine zahlreichen Wünsche zu befriedigen suchte, und ebenso meinem Freunde Dr. Alexander Böhm, Prosektor am Anatomischen Institut, dessen umfassender Gelehrsamkeit ich so vielfache An- regung verdanke München, April 1904.",de,3776
4576,2978,Seite                       Inhaltstierzeichnis.,0,0,1,Nein,,,X,"Seite 87"" 100 102 102 102 103 103 105 105 107 107 107 108 108 108 109 113 116 118 122 124 127 Inhaltstierzeichnis.",de,3777
4577,2979,"Phantastische Schöpfungsmythen, Erzeugnisse naiver Naturanschauung, waren lange Zeit hindurch die einzigen Antworten, die der grübelnde Menschengeist auf die Fragen nach dem Warum, Woher, Wohin der Erscheinungen zu geben hatte.",0,0,1,Nein,,,X,"Phantastische Schöpfungsmythen, Erzeugnisse naiver Naturanschauung, waren lange Zeit hindurch die einzigen Antworten, die der grübelnde Menschen- geist auf die Fragen nach dem Warum, Woher, Wohin der Erscheinungen zu geben hatte.",de,3778
4578,2980,Diese Mythen waren ihm von Kindheit an vertraut sie waren ihm lieb wegen ihres poetischen Inhaltes sie waren ihm ehrwürdig wegen ihres hohen Alters und last not least sie schmeichelten seinem Stolz.,0,0,1,Nein,,,X,Diese Mythen waren ihm von Kindheit an vertraut; sie waren ihm lieb wegen ihres poetischen Inhaltes; sie waren ihm ehrwürdig wegen ihres hohen Alters; und — last not least — sie schmeichelten seinem Stolz.,de,3779
4579,2981,"Durch ihre Einfügung in die Fundamente der Religionen, durch dogmatische Stabilisierung wurde dann der Weg zu wahrer Erkenntnis völlig verbaut.",0,0,1,Nein,,,X,"Durch ihre Einfügung in die Fundamente der Religionen, durch dogmatische Stabilisierung wurde dann der Weg zu wahrer Erkenntnis völlig verbaut.",de,3780
4580,2982,"Dabei war es weniger das Neue einer Lehre, was die orthodoxen Priester ärgerte und reizte, als die Furcht vor Ausbreitung des Zweifels am Alten.",0,0,1,Nein,,,X,"Dabei war es weniger das Neue einer Lehre, was die orthodoxen Priester ärgerte und reizte, als die Furcht vor Ausbreitung des Zweifels am Alten.",de,3781
4581,2983,"Der methodische Fehler naiver Naturanschauung liegt darin, daß man den Artbegriff wegen seiner scheinbaren Unveränderlichkeit als von Uranfcmg gegeben nahm und das bunte Spiel der Einzelerscheinungen mit mehr oderweniger Zwang ihm einzuordnen suchte, um ein System zu erhalten oder das System zu retten.",0,0,1,Nein,,,X,"Der methodische Fehler naiver Naturanschauung liegt darin, daß man den Artbegriff wegen seiner scheinbaren Unveränderlichkeit als von Uran- fcmg gegeben nahm und das bunte Spiel der Einzelerscheinungen mit mehr oder-weniger Zwang ihm einzuordnen suchte, um ein System zu erhalten oder das System zu retten.",de,3782
4582,2984,Aber nur die Individuen existieren realiter die Kenntnis der Art ist in concreto nur am Individuum zu erlangen.,0,0,1,Nein,,,X,Aber nur die Individuen existieren realiter«; die Kenntnis der Art ist in concreto nur am Individuum zu erlangen.,de,3783
4583,2985,"Charles Darwin war es, der von Erfahrungen der Praxis und ihren Folgesätzen ausgehend die Lösung für das Rätsel fand.",0,0,1,Nein,,,X,"Charles Darwin war es, der von Erfahrungen der Praxis und ihren Folgesätzen ausgehend die Lösung für das Rätsel fand.",de,3784
4584,2986,"Indem er die Lehre von Malthus auf das ganze Tierund Pflanzenreich anwandte, gelangte er zu dem Satze, daß die Zahl der möglichen potentiellen organischaus den erzeugten Keimen hervorgehen könnten, viel größer ist als die Zahl der wirklichen aktuellen Individuen, welche zum Leben gelangen und sich fortpflanzen Infolgedessen entsteht ein Kampf ums Dasein, entweder zwischen den Individuen einer Art oder zwischen denen verschiedener Arten, oder schließlich zwischen der Art und den Lebensbedingungen, denen sie unterworfen ist.",0,0,1,Nein,,,X,"Indem er die Lehre von Malthus auf das ganze Tier- und Pflanzen- reich anwandte, gelangte er zu dem Satze, daß die Zahl der möglichen (poten- tiellen) organischen Individuen, welche aus den erzeugten Keimen hervor- gehen könnten, viel größer ist als die Zahl der wirklichen (aktuellen) Indi- viduen, welche zum Leben gelangen und sich fortpflanzen Infolgedessen entsteht ein Kampf ums Dasein, entweder zwischen den Individuen einer Art oder zwischen denen verschiedener Arten, oder schließlich zwischen der Art und den Lebensbedingungen, denen sie unterworfen ist.",de,3785
4585,2987,Haeckel hat für Kaum ums Dasein die Definition Mitbewerbung um die nötigen Existenzbedürsnisse gesetzt.,0,0,1,Nein,,,X,Haeckel hat für »Kaum ums Dasein« die Definition »Mitbewerbung um die nötigen Existenzbedürsnisse« gesetzt.,de,3786
4586,2988,"s Im Kampf ums Dasein geht ein großer Teil der Individuen, meist schon in frühester Lebenszeit, zu Grunde.",0,0,1,Nein,,,X,"s Im Kampf ums Dasein geht ein großer Teil der Individuen, meist schon in frühester Lebenszeit, zu Grunde.",de,3787
4587,2989,"Wiederholt sich dieser Prozeß am gleichen Orte mehrere Generationen hindurch, so erhalten sich und häufen sich jene Vorzüge, die den Individuen zum Sieg im Kampf ums Dasein verhalfen.",0,0,1,Nein,,,X,"Wiederholt sich dieser Prozeß am gleichen Orte mehrere Generationen hindurch, so er- halten sich und häufen sich jene Vorzüge, die den Individuen zum Sieg im Kampf ums Dasein verhalfen.",de,3788
4588,2990,"Und weil infolge der Wechselbeziehungen aller Teile jedes Organismus zu einander die Abänderung eines Teiles die des andern notwendig nach sich zieht, so entsteht ein Komplex abgeänderter Individuen, eine neue Art.",0,0,1,Nein,,,X,"Und weil infolge der Wechselbeziehungen aller Teile jedes Organismus zu einander die Abänderung eines Teiles die des andern notwendig nach sich zieht, so entsteht ein Komplex abgeänderter Individuen, eine neue Art.",de,3789
4589,2991,"Er wirkt ans der Zahl der möglichen Individuen eine Auswahl oder Selektion besonders gearteter, die als aktuelle Individuen zur Nachzucht gelangen.",0,0,1,Nein,,,X,"Er wirkt ans der Zahl der möglichen Individuen eine Auswahl oder Selektion be- sonders gearteter, die als aktuelle Individuen zur Nachzucht gelangen.",de,3790
4590,2992,"Es ist das derselbe Vorgang wie bei der künstlichen Züchtung, nur daß bei dieser der auf seinen Vorteil bedachte Wille des Menschen planmäßig verfährt.",0,0,1,Nein,,,X,"Es ist das derselbe Vorgang wie bei der künstlichen Züchtung, nur daß bei dieser der auf seinen Vorteil bedachte Wille des Menschen planmäßig verfährt.",de,3791
4591,2993,"Denn bei dieser verwendet der Mensch nur die bevorzugten Individuen zur Fortpflanzung er ist imstande, sie völlig zu isolieren.",0,0,1,Nein,,,X,"Denn bei dieser verwendet der Mensch nur die bevorzugten In- dividuen zur Fortpflanzung; er ist imstande, sie völlig zu isolieren.",de,3792
4592,2994,Dem schnellen Entstehen des Produktes einer künstlichen Zuchtwahl entspricht aber auch ein schnelles Vergehen die neu erzeugte Form schlägt leicht in die ältere zurück.,0,0,1,Nein,,,X,Dem schnellen Entstehen des Produktes einer künstlichen Zuchtwahl entspricht aber auch ein schnelles Vergehen; die neu erzeugte Form schlägt leicht in die ältere zurück.,de,3793
4593,2995,Bei der natürlichen Zuchtwahl hingegen pflanzen sich mehr oder weniger Individuen neben den bevorzugten fort.,0,0,1,Nein,,,X,Bei der natürlichen Zuchtwahl hingegen pflanzen sich mehr oder weniger Individuen neben den bevorzugten fort.,de,3794
4594,2996,"Ferner schlägt bei Kreuzung, d. h. bei geschlechtlicher Verbindung der neuen Abart mit der ursprünglichen Stammform, die Nachkommenschaft leicht in die letztere zurück.",0,0,1,Nein,,,X,"Ferner schlägt bei Kreuzung, d. h. bei geschlechtlicher Verbindung der neuen Abart mit der ursprünglichen Stamm- form, die Nachkommenschaft leicht in die letztere zurück.",de,3795
4595,2997,"Um so konstanter erhalten sich dann aber dieselben auch..,..s.·sw.z.,z.,,, s .ssIn.. Natürliche und soziale Entwicklung.",0,0,1,Nein,,,X,"Um so kon- stanter erhalten sich dann aber dieselben auch- .»-«.,..- s-:-.·s-w.z».,z«»., , , — —s «—«- --.s-s-(In.. Natürliche und soziale Entwicklung.",de,3796
4596,2998,"Beide sind mechanische Naturprozesse, d. h. sie beruhen auf molekularen Bewegungserscheinungen der organischen Materie.",0,0,1,Nein,,,X,"Beide sind mechanische Naturprozesse, d. h. sie beruhen auf molekularen Bewegungserscheinungen der organischen Materie.",de,3797
4597,2999,"Homolog ist in naturwissenschaftlichem Sinne nur, was zugleich auch homogen gleichen Ursprungs ist d. h. die Homologien müssen in entwicklungsgeschichtlicher Abhängigkeit von einander stehen.",0,0,1,Nein,,,X,"Homolog ist in naturwissenschaftlichem Sinne nur, was zugleich auch homogen (gleichen Ursprungs) ist; d. h. die Homologien müssen in entwicklungs- geschichtlicher Abhängigkeit von einander stehen.",de,3798
